42,adipine,   nifedipine lp,20 mg,b/30,M
43,adrenaline,adrenaline,0.25,b/100 amp,M
44,adrenaline,adrenaline,1,b/100 amp,M
45,adrenaline,adrenaline,1,b/100 amp,M
46,advil, ibuprofene,20mg,fl/200ml,M
47,advitam,multivitamine,multivitamine,f/100ml,M
48,aerolin,   salbutamol,100,fl/400 doses,M
49,agram, amoxicilline,500mg,b/12,M
50,agram, amoxicilline,125mg/5ml,fl/60 ml,M
51,agram, amoxicilline,250mg/5ml,fl/60 ml,M
52,agreal,veralipride,100,b/20,M
53,agyrax,meclozine,25mg,b/15,M
54,airditine, desloratadine,0.5 mg/ml,fl/120 ml,M
55,akaryd,loratadine,10mg,b/20,M
56,aknett,isotretinoine,20mg,b/30,M
57,aknett,isotretinoine,10mg,b/30,M
58,albutol,   acebutolol,200mg,b/20,M
59,alcomicin, gentamicine,3mg/ml,fl/5 ml,M
60,alcomicin, gentamicine,3mg/ml,fl/5 ml,M
61,aldactazine,   spironolactone/altizide,25/15,b/20,M
62,aldactazine,   spironolactone/altizide,25mg/15mg,bt/30,M
63,aldactone, spironolactone micronisee,75,b/20,M
64,aldactone, spironolactone micronisee,75mg,bt/30,M
65,aldarone,  amiodarone,200,b/20,M
66,aldomet,   methyldopa,250,b/30,M
67,aldomethyl,methyldopa,250,b/30,M
68,alerfast,  fexofnadine.sous forme de chlorhydrate,120mg,bte/16,M
69,alerfast,  fexofnadine.sous forme de chlorhydrate,180mg,bte/16,M
70,alerfene,  ketotifene,1mg,b/30,M
71,alerfene,  ketotifene,1mg/5ml,fl/125 ml,M
72,alerid,cetirizine,10mg,b/10,M
73,alfinor,   betahistine,8,b/100,M
74,algesal suractive, salicylate diethylamine/myrtecaine,10 g/1,t/40 g,M
75,algidex,   tramadol.sous forme de chlorhydrate,50mg,bte/30,M
76,algifen,   ibuprofene,20mg/ml,fl/125ml,M
77,algifen,   ibuprofne,20mg/ml,fl/180ml,M
78,algimol,   paracetamol,150 mg,b/10,M
79,algimol,   paracetamol,170 mg,b/10,M
80,algimol enfant,paracetamol,200mg,b/10,M
81,algimol enfant,paracetamol,300mg,b/10,M
82,algimol nourrisson,paracetamol,120mg,b/10,M
83,algimol pediatrique,   paracetamol,0.03,fl/90ml,M
84,alkeran,   melphalan,2 mg,b/50,M
85,allergine, loratadine,10mg,b/10,M
86,allertine, loratadine,10mg,b/20,M
87,allertine, loratadine,0.10%,fl/60ml,M
88,allochrysine,  aurothiopropanol sulfonate de sodium,0.02g/2ml +8mldiluan,b/1+1 amp,M
89,allochrysine,  aurothiopropanol sulfonate de sodium,0.05g/2ml+8ml diluan,b/1 amp de 2 ml,M
90,allochrysine,  aurothiopropanol sulfonate de sodium,0.10g/2ml+8ml diluan,b/1 amp de 8 ml,M
91,allomax,   hydroxyde d'aluminium et de magnesium,3.4g/3.9g/100ml,fl/250 ml,M
92,allopurinol,   allopurinol,100,b/10,M
93,almide,lodoxamide,0.10%,fl/5ml,M
94,almiral,   diclofenac,75mg,b/10 amp de 3 ml,M
95,almiral,   diclofenac,50mg,b/20,M
96,almiral,   diclofenac,100mg,b/10,M
97,almiral,   diclofenac sel de sodium,75mg/3ml,b/5 amp,M
98,alodipine, amlodipine,5mg,b/28,M
99,alodipine, amlodipine sous forme de besylate,10mg,bte/30,M
100,alodont,   cetylperidinium chlorure/,5mg/50mg,fl/200 ml,M
101,alpha- trypsine,   chymostrpsine,5400,t/20 g,M
102,alpha-tripsine,chymotrypsine,5400 uae,t/20 g,M
103,alphamol,  paracetamol,500mg,b/20,M
104,alphamox,  amoxicilline,500mg,b/12,M
105,alphatrim, cotrimoxazole,200mg/40mg/5ml,fl/60 ml,M
106,alprofen,  ketoprofene,100mg,b/10,M
107,altim, cortivasol,3.75 mg,b/1 amp de 1.5  ml   o,M
108,altim, cortivasol,3.75,b/1 amp de 1.5ml,M
109,altocel,   loperamide,2mg,b/20,M
110,alugel,hydroxyde d'aluminium et de magnesium,250,fl/250 ml,M
111,aluric ,allopurinol,300mg,b/20,M
112,alustal,   extraits d'allergeniques adsorbes sur hydroxyde d,0.1 ir+1 ir + 10 ir/ml,coffret 3fl de 5ml   o,M
113,alustal,   extraits d'allergeniques adsorbes sur hydroxyde d,10 ir/ml,b/1 fl de 5 ml,M
114,alustal,   extraits d'allergeniques adsorbes sur hydroxyde d,0.1 ir + 1 ir + 10 ir/ml,coffret de 3fl,M
115,alustal,   extraits allergeniques adsorbes sur hydroxyde  d',10ir/ml,b/1fl,M
116,alvil, ibuprofene,20mg/ml,fl/200ml,M
117,alzor, dorzolamide.sf dorzolamide chlorhydrate,2%(2g/100ml),fl/5ml,M
118,amadvil,   ibuprofene,200mg,b/20,M
119,amapiride, glimepiride,2mg,b/30,M
120,amapiride, glimepiride,4mg,b/30,M
121,amapiride hup, glimepiride,1mg,bte/30,M
122,amapiride hup, glimepiride,3mg,bte/30,M
123,amapiride hup, glimpiride,2mg,bte/30,M
124,amapiride hup, glimpiride,4mg,bte/30,M
125,amarel,glimepiride,1mg,b/30,M
126,amarel,glimepiride,2mg,b/30,M
127,amarel,glimepiride,3mg,b/30,M
128,amarel,glimepiride,4mg,b/30,M
129,amarel,glimepiride,6mg,bte/30,M
130,amarine,   glimepiride,2mg,b/30,M
131,amarine,   glimepiride,1mg,b/30,M
132,amarine , glimepiride,4mg,b/30,M
133,amatriline,amitriptyline,0.04,fl/30ml,M
134,ambolar,   ambroxol chlorhydrate,125,fl/125 ml,M
135,amep,  amlodipine,5mg,b/28,M
136,amikoz,fluconozole,50mg,b/7,M
137,amikoz,fluconazole,150mg,b/1,M
138,amikoz,fluconazole,50 mg,bte/03,M
139,amilo, amlodipine,5mg,b/28,M
140,amiloretic,hydrochlorothiazide/amiloride,50mg/5mg,b/30,M
141,amiocardone,   amiodarone,200 mg,bte/30,M
142,amipac,ampicilline sodium,500mg,b/50fl+50fl solvant  o31072006,M
143,amipac,ampicilline sodium,1g,b/50fl+50fl solvant  o31072006,M
144,amipac,ampicilline,1g,b/1fl pdre 1amp solv o04022009,M
145,amirone,   amiodarone chlorhydrate,200mg,b/30,M
146,amitral,   lamotrigine,25mg,bte/30,M
147,amitral,   lamotrigine,100mg,bte/30,M
148,amitral,   lamotrigine,5mg,bte/30,M
149,amitriptyline, amitryptilline,4,fl/20 ml,M
150,amitriptyline, amitriptyline chlorhydrate,40mg/ml,fl/20ml,M
151,amitryptilline,amitryptilline,4,fl/20 ml,M
152,amlibon,   amlodipine,5mg,b/40,M
153,amlibon,   amlodipine,10mg,b/30,M
154,amlibon,   amlodipine sous forme de bsylate,5mg,bte/30,M
155,amlibon,   amlodipine sous forme de bsylate,5mg,bte/90,M
156,amlibon,   amlodipine,10mg,b/90,M
157,amlocal,   amlodipine besylate,5mg,b/30,M
158,amlocardine,   amlodipine,5mg,b/30,M
159,amlocor-, amlodipine,5mg,b/30,M
160,amlodar,   amlodipine,5mg,b/28,M
161,amlodar,   amlodipine,10mg,b/28,M
162,amlodex,   amlodipine sous forme de bsylate,5mg,bte/30,M
163,amlodipal, amlodipine,5mg,b/30,M
164,amlodipine,amlodipine besylate,5mg,b/30,M
165,amlomed,   amlodipine.s/f de bsilate,5 mg,bte/30,M
166,amlomex,   amlodipine.s/forme amlodipine bsylate,5mg,bte/40,M
167,amlopine,  amlodipine,5mg,b/40,M
168,amlopine,  amlodipine . sous forme besylate,5mg,b/30,M
169,amlopress, amlodipine besylate,5mg,b/30,M
170,amlor, amlodipine,5mg,b/28,M
171,amlor, amlodipine,5mg,b/30,M
172,amlor, amlodipine,10mg,b/28,M
173,amlor, amlodipine.sous forme de besylate,5 mg,bte/98,M
174,amloridal, amlodipine. sous forme d'amlodipine bsylate,5 mg,bte/30,M
175,amloridal, amlodipine.s/forme d'amlodipine bsylate,10 mg,bte/30,M
176,amlotensine,   amlodipine,5mg,b/28,M
177,amlotensine,   amlodipine,10mg,b/28,M
178,amlovaste, amlodipine.s/f bsilate/atorvastatine.s/f calciqu,5mg/10mg,b/30,M
179,ammoxyl,   amoxicilline,1g,b/6,M
180,ammoxyl,   amoxicilline,1g,b/14,M
181,ammoxyl,   amoxicilline,500mg,b/12,M
182,amoclan,   amoxicilline/acide clavulanique,1g/200mg,b/1fl,M
183,amoclan,   amoxicilline/acide clavulanique,500mg/100mg,bte/1fl,M
184,amoclan ,   amoxicilline.s/f trihydrate/acide clavulanique,500 mg/62.5mg,bte/20,M
185,amoclan bid,   amoxicilline/acide clavulanique,200mg/28.5mg/5ml,fl/70ml,M
186,amoclan bid,   amoxicilline/acide clavulanique,400mg/57mg/5ml,fl/35ml,M
187,amoclan bid,   amoxicilline/acide clavulanique,400mg/57mg/5ml,fl/70ml,M
188,amoclan bid,   amoxicilline/acide clavulanique,875mg/125mg,b/10,M
189,amoclan forte, amoxicilline/acide clavulanique,500mg/125mg,b/12,M
190,amoclan forte, amoxicilline/acide clavulanique,250mg/62.5mg/5ml,fl/60 ml,M
191,amoclav enfant,amoxicilline s/f trihydrate/acide clavulanique,100mg/12.5mg,fl/60ml,M
192,amodex,amoxicilline,500mg,b/12,M
193,amodex,amoxicilline,250mg/5ml,fl/60 ml,M
194,amodex g, amoxicilline,500mg/5ml,fl/60ml,M
195,amodex-g,  amoxicilline,1g,b/14,M
196,amodex-ge, amoxicilline,500mg,b/12,M
197,amodex-ge, amoxicilline,250mg/5ml,fl/60 ml,M
198,amodex-ge, amodex-ge,1g,b/6,M
199,amoksiklav,amoxicilline/acide clavulanique,250mg/62.5mg/5ml,fl/100 ml,M
200,amotridal, lamotrigine,5mg,b/28,M
201,amotridal, lamotrigine,25mg,b/28,M
202,amotridal, lamotrigine,100mg,b/28,M
203,amotridal, lamotrigine,50mg,bte/28,M
204,amoxal,amoxicilline,1g,b/1+1,M
205,amoxal,amoxicilline,500mg,b/12,M
206,amoxal,amoxicilline,250mg/5ml,fl/60 ml,M
207,amoxal,amoxicilline,1g,b/12,M
208,amoxal,amoxicilline,1g,b/14,M
209,amoxi-gobens,  amoxicilline,500mg,b/12,M
210,amoxi-gobens,  amoxicilline,250mg/5ml,fl/60 ml,M
211,amoxicilline eg,   amoxicilline,1g,b/6,M
212,amoxicilline eg,   amoxicilline,1g,b/14,M
213,amoxicilline eg,   amoxicilline,250mg/5ml,fl/60ml,M
214,amoxicilline eg,   amoxicilline,500mg/5ml,fl/60ml,M
215,amoxicilline eg,   amoxicilline,125mg/5ml,fl/60ml,M
216,amoximex,  amoxicilline,250mg/5ml,fl/60 ml,M
217,amoximex,  amoxicilline,1g,b/6,M
218,amoximex,  amoxicilline,1g,b/14,M
219,amoximex,  amoxicilline. sous forme tritydrate,500mg,bte/12,M
220,amoximex,  amoxicilline anhydre. sous forme trihydrate,500mg/5ml,fl/60ml,M
221,amoximex,  amoxicilline anhydre. sous forme trihydrate,125mg/ml,fl/60ml,M
222,amoxydar,  amoxicilline,250,b/20,M
223,amoxydar,  amoxicilline,500mg,b/20,M
224,amoxydar,  amoxicilline,125mg/5ml,fl/100 ml,M
225,amoxydar,  amoxicilline,250mg/5ml,fl/100 ml,M
226,amoxydar,  amoxicilline,1g,b/12,M
227,amoxypen,  amoxicilline,500,b/1,M
228,amoxypen,  amoxicilline,1g,b/1,M
229,amoxypen,  amoxicilline trihydratee,500mg,b/12,M
230,amoxypen,  amoxicilline,250mg/5ml,fl/60 ml,M
231,amoxypen,  amoxicilline  trihydratee,500mg,b/12,M
232,amoxypen,  amoxicilline,1g,b/16,M
233,amoxypen,  amoxicilline,500mg/5ml,fl/60ml,M
234,amoxypen,  amoxicilline,125mg/5ml,fl/60ml,M
235,amoxypen,  amoxicilline,1g,b/6,M
236,amoxypen,  amoxicilline,1g,b/14,M
237,ampal, ampicilline,1g,b/1+1,M
238,ampal, ampicilline,500,b/12,M
239,ampen, ampicilline,250,fl/60 ml,M
240,ampen, ampicilline,500,b/12,M
241,ampenix,   ampicilline,500,b/12,M
242,ampiline,  ampicilline,500 mg,o,M
243,ampiline,  ampicilline,500,b/8,M
244,ampiline,  ampicilline,1g,b/1+1 amp,M
245,ampiline,  ampicilline,125,fl/60 ml,M
246,ampiline,  ampicilline,250,fl/60 ml,M
247,ampiline,  ampicilline trihydratee,500,b/12,M
248,ampimex,   ampicilline .sous forme tritydrate,500mg,bte/12,M
249,ampinax,   ampicilline,500mg,b/12,M
250,ampinax,   ampicilline sous forme de sel de sodium,1g,b/1fl pdr+solv 5ml   o21102010,M
251,ampinax,   ampicilline.sous forme trihydrate,250mg/5ml,fl/60ml,M
252,ampinax,   ampicilline.sous forme trihydrate,250mg/5ml,fl/100ml,M
253,anafranil, clomipramine chlorhydrate,25,b/5 amp de 2 ml,M
254,anafranil, clomipramine chlorhydrate,10,b/60,M
255,anafranil, clomipramine chlorhydrate,25,b/50,M
256,anafranil, clomipramine chlorhydrate,75,b/20,M
257,anargil,   danazol,200,b/100,M
258,anaspasmyl,trimebutine,100mg,b/20,M
259,andriol,   testosterone undecanoate,40,b/60,M
260,andriol testocaps, testostrone undcanoate,40mg,bte/30,M
261,androcur,  cyproterone acetate,50,b/20,M
262,androtardyl,   testosterone enanthate,250,b/1 amp,M
263,angilat,   nifedipine lp,20mg,b/30,M
264,angiopril, enalapril maleate,5mg,b/30,M
265,angiopril, enalapril maleate,20mg,b/20,M
266,angiotec,  enalapril,5mg,b/30,M
267,angiotec,  enalapril,20mg,b/20,M
268,angiozide, enalpril maleate/hydrochlorothiazide,20mg/12.5 mg,b/20,M
269,angizar,   losartan.sous forme potassique,50mg,bte/28,M
270,angodal,   isosorbide dinitrate,10 mg,b/60,M
271,angodal,   isosorbide dinitrate,20mg,bte/60,M
272,antadine,  flurbiprofene,100mg,b/20,M
273,antadys,   flurbiprofene,100,b/15,M
274,antafene,  ibuprofene,200mg,b/20,M
275,antag, omeprazole,20mg,b/14,M
276,antagonin, ranitidine,150mg,b/20,M
277,antalfen,  ibuprofene,20mg/1ml=(100mg/5ml),200ml,M
278,antalfen,  ibuprofene,200mg,bte/15,M
279,antalfen,  ibuprofne,400mg,bte/20,M
280,antamol,   paracetamol,500mg,b/20,M
281,antarene g,   ibuprofene,400mg,b/30,M
282,antarene g,   ibuprofene,200mg,b/30,M
283,antaxid,   hydroxyde d'aluminium et de magnesium,3.49g/3.99g/100ml,fl/125 ml,M
284,anthelmin, mebendazole,20,fl/30 ml,M
285,anxiol,amitryptyline chlorhydrate,40,fl/15 ml,M
286,anxiol,amitryptiline. sous forme chlorhydrate,40mg/ml ou 4%,fl/20ml,M
287,anxypam,   bromazepam,6mg,b/30,M
288,anzapine,  olanzapine,10mg,b/7,M
289,anzapine,  olanzapine,10mg,b/28,M
290,anzapine,  olanzapine,5mg,b/30,M
291,anzapine - oro,olanzapine,10mg,b/30,M
292,aparoxal,  phenobarbital,100mg,b/20,M
293,api e, tocopherol,100mg,b/20,M
294,apicarpin, pilocarpine,1,fl/10 ml,M
295,apicarpin, pilocarpine,2,fl/2 ml,M
296,apicrom,   cromoglycate de sodium,0.02,fl/10 ml,M
297,apicrom,   cromoglycate de sodium,2,fl/10 ml,M
298,apidra optiset,insuline glulisine,100ui/ml(3.49mg/ml),b/5 sty 3ml(300ui/3m o16102011,M
299,apidra solostar,   insuline glulisine,100ui/ml(3.49mg/ml),b/5 sty solostar 3ml o16102011,M
300,apifen,ibuprofene,400 mg,b/20,M
301,apifen,ibuprofene,200mg,b/20,M
302,apiflox,   norfloxacine,3,fl/10 ml,M
303,apifrin -,   phenylephrine,10,fl/10 ml,M
304,apigen,gentamicine,3mg/ml,fl/10 ml,M
305,apilor,loratadine,10mg,b/20,M
306,apimol,timolol,0.25,fl/5 ml,M
307,apimol,timolol,0.50%,fl/5 ml,M
308,apirovit,  thiamine  nitrate pyridoxine  chlorhydrate,250mg/250mg,b/20,M
309,apitidine, ranitidine,150mg,b/20,M
310,apitidine, ranitidine,300mg,b/10,M
311,apitidine, ranitidine,150mg,tube/20,M
312,apitidine, ranitidine,300mg,bte/10,M
313,apitropin, atropine,0.5,fl/10 ml,M
314,apitropin, atropine,1,fl/10 ml,M
315,apranax,   naproxene sodique,275mg,b/30,M
316,apranax,   naproxene sodique,550mg,b/16,M
317,aprival,   irbsartan,150mg,bte/30,M
318,aprival,   irbsartan,300mg,bte/30,M
319,aprosart,  irbsartan,150mg,bte/30,M
320,aprosart,  irbsartan,300mg,bte/30,M
321,aprovel,   irbesartan,75mg,b/28,M
322,aprovel,   irbesartan,150mg,b/28,M
323,aprovel,   irbesartan,300mg,b/28,M
324,aptamil pepti junior,  lait en poudre sans proteines de lait de vache,0,b/400g,M
325,apurone,   flumequine,400,b/30,M
326,aradex ,irbesartan,150 mg,bte/30,M
327,aradex ,irbesartan,300 mg,bte/30,M
328,arava, leflunomide,10mg,bt ou fl de 30,M
329,arava, leflunomide,20mg,bt ou fl de 30,M
330,arava, leflunomide,100mg,b/3,M
331,aravel,irbesartan,150 mg,bte/30,M
332,aravel,irbesartan,300 mg,bte/30,M
333,ardine,amoxicilline,250,b/12,M
334,ardine,amoxicilline,500mg,b/12,M
335,ardine,amoxicilline,125mg/5ml,fl/60 ml,M
336,ardine,amoxicilline,250mg/5ml,fl/60 ml,M
337,aredia,pamidronate de sodium,15mg/5ml,b/4+4,M
338,aredia,pamidronate de sodium,60mg/10ml,b/1+1,M
339,aredia,pamidronate de sodium,90mg/10ml,b/1+1,M
340,arem,  nitrazepam,5,b/30,M
341,argyrol,   vitellinate d'argent/proteinate d'argent,1,fl/10 ml,M
342,aricept,   chlorhydrate de donepezil,5 mg,bte/28,M
343,aricept,   chlorhydrate de donepezil,10 mg,bte/28,M
344,aridone hup,   donpzil s/f de chlorhydrate,5mg,b/28,M
345,aridone hup,   donpzil s/f de chlorhydrate,10mg,b/28,M
346,arimidex,  anastrazole,1mg,b/28,M
347,aromasine, exemestane,25 mg,b/30,M
348,arovan,atorvastatine.s/f calcique trihydrate,10mg,bte/30,M
349,arovan,atorvastatine. s/f calcique trihydrate,20 mg,bte/30,M
350,arovan,atorvastatine,40 mg,bte/30,M
351,artansil,  irbsartan,150mg,bte/30,M
352,artansil,  irbsartan,300mg,bte/30,M
353,artelac,   hypromellose,3.20mg/ml,fl/10ml,M
354,artiz, cetirizine dihydrochloride,10mg,b/10,M
355,artrolife, indometacine,25,b/30,M
356,artrolife, indometacine,50mg,b/10,M
357,artrolife, indometacine,100mg,b/10,M
358,ascabiol,  benzoate de benzyl/sulfirame,10%/2%,fl/125ml,M
359,asiapirine,acide  acetylsalicylique,81mg,b/30,M
360,asitamol,  paracetamol,500mg,b/20,M
361,asmadil,   salbutamol,2,b/30,M
362,asmadil,   salbutamol,2,fl/120 ml,M
363,asmaline,  terbutaline,0.5mg/ml,bte/50 amp,M
364,asmanore,  salbutamol,2,b/30,M
365,asmanore,  salbutamol,2,fl/100 ml,M
366,aspalgic,  acide acetysalicylique,500mg,b/20,M
367,aspalgine, acide acetyl salicylique,81 mg,b/20,M
368,aspec, acide actylsalicylique,100mg,bte/28,M
369,aspec, acide acetylsalicylique,100mg,bte/98,M
370,aspegic,   acetylsalicylate de lysine,100,b/20 sachets,M
371,aspegic,   acetylsalicylate de lysine,900,b/6,M
372,aspegic,   acetylsalcicylate de lysine,1,b/6 amp,M
373,aspegic,   acetylsalicylate de lysine,250mg,b/20 sachets,M
374,aspegic,   acetylsalicylate de lysine,500mg,b/20,M
375,aspegic adultes,   acide acetylsalicylique,1g dl-lysine 1.8g/sachet-dose,bte/20,M
376,aspevasc ,  acide acetylsalicylique,100mg,b/30,M
377,aspicard,  acide acetyl salicylique,81 mg,b/120,M
378,aspigal ,   acide acetylsalicylique,900mg,b/1 flacon pdre+1amp o25032008,M
379,aspireff,  acide acetysalicylique,500mg,b/12,M
380,aspirine,  acide acetylsalicylique,500mg,b/20,M
381,aspirine beker,acide actylsalicylique,500mg,bte/28,M
382,aspirine biotic,   acide acetylsalicylique,100mg,b/20,M
383,aspirine biotic,   acide acetylsalicylique,160mg,bte/20,M
384,aspirine cardio,   acide acetylsalicylique,100 mg,bte/60,M
385,aspirine ph , acide acetysalicylique,500mg,b/20,M
386,aspril ,acide acetysalicylique,500mg,b/20,M
387,asprocard, acide acetylsalicylique,81mg,b/30,M
388,astapin,   acide acetysalicylique,500mg,b/20,M
389,asthalin,  salbutamol,2,b/30,M
390,asthalin,  salbutamol,2,fl/100 ml,M
391,asthalin,  salbutamol,100,fl/200 doses,M
392,asthalin,  salbutamol,5mg/ml,fl/15 ml,M
393,atabek,candesartan. s/f de cilextil,8mg,bte/30,M
394,atabek,candesartan. s/f de cilextil,16mg,bte/30,M
395,atacand,   candesartan cilexetil,4mg,bt/28,M
396,atacand,   candesartan cilexetil,8mg,bt/28,M
397,atacand,   candesartan cilexetil,16mg,b/28,M
398,atacand,   candesartan.s/forme de candesartan cilexetil,16mg,bte/30,M
399,ataline,   terbutaline,2.5,b/50,M
400,atapsin,   acide acetylsalicylique,500mg,b/20,M
401,atarax,hydroxyzine,25mg,b/15,M
402,atarax,hydroxyzine,25mg,b/30,M
403,atarax,hydroxyzine,100mg,b/10,M
404,atarax,hydroxyzine,100mg,b/30,M
405,atarax,hydroxizine dichlorhydrate,2mg/ml,fl/200 ml,M
406,ataspin,   acide acetyl salicylique,500mg,b/20,M
407,atelol,atenolol,100mg,b/14,M
408,atenol,atenolol,100mg,b/28,M
409,atenor,atenolol,100mg,b/20,M
410,atenor,atenolol,100mg,b/30,M
411,athymil,   mianserine chlorhydrate,10,b/30,M
412,athymil,   mianserine chlorhydrate,30,b/20,M
413,athyrozol, carbimazole,5 mg,bte/50,M
414,atinal,atenolol,100mg,b/30,M
415,atinal,atenolol,50mg,b/30,M
416,ator,  atorvastine.s/f calcique trihydrate,80 mg,bte/28,M
417,ator , atorvastatine (sous forme calcique trihydrate,10mg,bte/28,M
418,ator ,atorvastatine .s/f calcique trihydrate,40mg,bte/28,M
419,ator ,atorvastatine,20mg,b/28,M
420,atorin ,  atorvastatine s/f calcique trihydrate,80mg,bte/30,M
421,atorin ,  atorvastatine s/f calcique trihydrate,40mg,bte/28,M
422,atorin ,  atorvastatine s/f calcique trihydrate,20mg,bte/28,M
423,atorin ,  atorvastatine s/f calcique de trihydrate,10mg,bte/28,M
424,atorin ,   atorvastatine. sous forme calcique trihydratee,10mg,bte/30,M
425,atorvastatine ival,atorvastatine,10mg,b/28,M
426,atoval,atorvastatine,20 mg,b/10,M
427,atoval,atorvastatine,10 mg,b/10,M
428,atoval,atorvastatine,10mg,bte/28,M
429,atropine,  atropine,1,fl/5 ml,M
430,atropine alcon,atropine,0.3,fl/10 ml,M
431,atropine alcon,atropine,0.5,fl/10 ml,M
432,atropine alcon,atropine,1,fl/10 ml,M
433,atropine-alcon,atropine,0.30%,fl/10 ml,M
434,atropine-alcon,atropine,0.50%,fl/10 ml,M
435,atropine-alcon,atropine,0.01,fl/10 ml,M
436,atrostine, atorvastatine,10mg,b/30,M
437,atrostine, atorvastatine,20 mg,b/30,M
438,atrovent,  ipratropium bromure,20,fl/200 doses,M
439,atryline,  amitriptylline,25mg,b/60,M
440,atryline,  amitriptylline,50mg,b/30,M
441,atryline,  amitriptyline,40mg/ml(4%),fl/20ml,M
442,augmentimex,   amoxicilline/acide clavulanique,100mg/12.5mg/ml,fl/30ml,M
443,augmentimex,   amoxicilline/acide clavulanique,100mg/12.5mg/ml,fl/60ml,M
444,augmentimex adultes,   amoxicilline/acide clavulanique rapport 8/1,500mg/62.5mg,b/16,M
445,augmentin, amoxicilline/acide clavulanique,500 /50,b/1+1,M
446,augmentin, amoxicilline/acide clavulanique,500mg/125mg,b/12,M
447,augmentin, amoxicilline/acide clavulanique,250mg/62.5mg/5ml,fl/60 ml,M
448,augmentin, amoxicilline/acide clavulanique,100mg/12.5 mg/ml,fl/30ml,M
449,augmentin, amoxicilline/acide clavulanique,100mg/12.5mg/ml,fl/60ml,M
450,augmentin, amoxicilline/acide clavulanique,1g/200mg,b/10,M
451,augmentin, amoxicilline/acide clavulanique,2g/200mg,b/10,M
452,augmentin adulte,  amoxiclline / acide clavulanique,1g/125mg,b/12,M
453,augmentin adultes, amoxicilline/acide clavulanique,500mg/62.5mg,b/16,M
454,augmentin adultes, amoxicilline/acide clavulanique,500mg/62.5mg,b/24,M
455,augmentin enfant,  amoxiclline /acide clavulanique,500mg/62.5mg,b/12,M
456,aumeprazol hispal, omeprazole,20mg,b/14,M
457,aureomycine,   chlorotetracycline,1,t/5 g,M
458,avafortan, metamizole/camylofine,1.2 g/120mg/5,b/5 amp de 5 ml,M
459,avamys,fluticasone furoate,27.5ùg/dose,f/120 doses,M
460,avandia,   rosiglitazone maleate,4mg,b/14,M
461,avandia,   rosiglitazone maleate,4mg,b/28,M
462,avandia,   rosiglitazone maleate,8mg,b/14,M
463,avandia,   rosiglitazone maleate,8mg,b/28,M
464,avlocardyl,propranolol,40,b/50,M
465,avlocardyl lp, propranolol,160,b/28,M
466,avonex,interferon beta-1a reconbinant,30æg/0.5ml(6 mui/0.5ml),bte/4,M
467,azantac,   ranitidine,150mg,b/30,M
468,azapress,  azathioprine,50 mg,b/100,M
469,azathioprine,  azathioprine,50,b/100,M
470,azed,  azithromycine,250mg,b/6,M
471,azepal,carbamazepine,200mg,b/20,M
